S.N.,Product Code,Products
3170,55161200,"Woven fabrics of artificial staple fibres containing 85% or more by weight of artificial  staple fibres, dyed"
3171,55161300,Woven fabrics of artificial staple fibres Containing 85% or more by weight of artificial  staple fibres of yarns of different colours
3172,55161400,"Woven fabrics, printed, containing 85% or more by weight of artificial staple fibres"
3173,55162100,"Woven fabrics, Unbleached or bleached, containing less than 85%  by weight of artificial staple fibres mixed mainly or solely with manmade filaments"
3174,55162200,"Woven fabrics, dyed, containing less than 85%  by weight of artificial staple fibres mixed mainly or solely with manmade filaments"
3175,55162300,"Woven fabrics of artificial staple fibres containing less than 85% by weight of artificial staple  fibres, mixed mainly or solely with man-made filaments of different colours"
3176,55162400,"Woven fabrics, printed, containing less than 85%  by weight of artificial staple fibres mixed mainly or solely with manmade filaments"
3177,55163100,"Woven fabrics of artificial staple fibres, Unbleached or bleached, Containing less than 85% by weight of artificial  staple fibres, mixed mainly or solely with wool or fine animal hair"
3178,55163200,"Woven fabrics of artificial staple fibre, dyed, containing less than 85% by weight of artificial staple fibers, mixed mainly or solely with man-made filaments"
3179,55163300,"Woven fabric of yarn of different colours, containing less than 85% by weight of artificial staple fibres"
3180,55163400,"Woven fabric of yarn printed, containing less than 85% by weight of artificial staple fibres"
3181,55164100,"Woven fabrics, unbleached or bleached, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton"
3182,55164200,"Woven fabrics, dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton"
3183,55164300,"Woven fabrics of artificial staple fibres,Containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton,of yarns of different colours"
3184,55164400,"Woven fabrics, printed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton"
3185,55169100,"Woven fabrics,Containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton Unbleached or bleached"
3186,55169200,"Woven fabrics,Containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton Dyed"
3187,55169300,"Woven fabrics of artificial staple fibres, containing less than 85% by weight of artificial staple  fibres, mixed mainly or solely with cotton of different colours"
3188,55169400,"Printed woven fabric of artificial staple fibres, containing less than 85% by weight of artificial staple fibre, mixed mainly or solely with cotton"
3189,56011000,"Sanitary towel and tampons,napkin and napkin liners of babies of wadding"
3190,56012100,Wadding of cotton
3191,56012200,Wadding of manmade fibres
3192,56012900,"Wadding, other articles of wadding"
3193,56013000,Textile flock and dust and mill neps
3194,56021000,Needleloom felt and stitch-bonded fibre fabrics
3195,56022100,"Felt, whether or not impregnated, coated, covered or laminated of wool or fine animal hair"
3196,56022900,"Felt, not impregnated, coated, covered or laminated of other textile materials"
3197,56029000,Felt
3198,56031100,"Nonwovens, whether or not impregnated, coated, covered or laminated, of man-made filaments ,weighing not more than  than 25 g/m2"
3199,56031200,"Nonwoven, whether or not impregnated, coated, covered or laminated of man-made filament --Weighing more than 25 g/m2 but not more than 70 g/m2"
3200,56031300,Man-made filaments  of Weighing more than 70 g/m2 but not more than 150 g/m2
3201,56031400,"Nonwoven, whether or not impregnated, coated, covered or laminated of man-made filament weighing more than 150g/m2"
3202,56039100,"Nonwoven, whether or not impregnated, coated, covered or laminated of man-made filament --Weighing not  more than 25 g/m2"
3203,56039200,"Nonwoven, whether or not impregnated, coated, covered, or laminated, weighing more than 25g/m2 but not more than 70g/m2"
3204,56039300,"Nonwoven, whether or not impregnated, coated, covered, or laminated, weighing more than 70g/m2 but not more than 150g/m2"
3205,56039400,"Nonwoven, whether or not impregnated, coated, covered, or laminated, weighing more than 150g/m2"
3206,56041000,"Rubber thread and cord, textile covered"
3207,56049000,"Thread and cord, textile covered"
3208,56050000,"Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of Heading 54.04 or 54.05, combined with metal in the form of thread, strip  or powder or covered with metal"
3209,56060000,Gimped yarn and strip
3210,56071000,"Twine, ropes of jute or textile bast fibres"
3211,56072100,Binder or baler twine
3212,56072900,Twines
3213,56074100,Binder or baler twine of polyethelene or polypropylene
3214,56074900,"Twine, cordage of polythene or polypropelene"
3215,56075000,"Twine, cordage of synthetic fibres"
3216,56079000,"Twin, cordage, ropes and cables of polythene or polypropylene"
3217,56081100,"Knotted netting of twine, cordage or rope: made up fishing nets"
3218,56081900,"Knotted netting of twine, cordage or rope, of man-made textile materials"
3219,56089000,"Knotted netting of twine, cordage or rope of textile materials"
3220,56090000,"Articles of yarn, strip of artificial or synthetic monofilament"
3221,57011000,"Carpet, knotted of wool or fine animal hair"
3222,57019000,"Carpet, knotted of textile materials"
3223,57021000,"kelem , Schumacks , Karamaine and similar hand-woven rugs"
3224,57022000,Floor coverings of coconut fibres
3225,57023100,Floor coverings of wool or fine animal hair
3226,57023200,Floor coverings of man-made textile material
3227,57023900,"Floor covering of pile construction, not made up of textile materials"
3228,57024100,"Carpet and textile floor coverings, woven not tufted, of pile construction, made up"
3229,57024200,"Carpet and other textile floor covering, of pile construction,  made up, of man made textile materials"
3230,57024900,"Carpet and other textile floor covering, of pile construction,  made up, of  textile materials"
3231,57025000,Velvet lumpet
3232,57029100,Carpets and other textile floor coverings not of pile construction of wool or fine animal hair
3233,57029200,"Carpet and other textile floor covering, of pile construction,  not made up, of man-made textile materials"
3234,57029900,"Carpet and other textile floor covering, of pile construction,  not made up, of  textile materials"
3235,57031000,"Carpet, tufted of wool or fine animal hair"
3236,57032000,Textile floor coverings of nylon or polyamides
3237,57033000,Textile floor coverings of manmade textile materials
3238,57039000,Polypropylene carpet
3239,57039010,Floor coverings of cotton
3240,57039090,Textile floor coverings
3241,57041000,"Tiles, having a maximum surface area of 0.3m2"
3242,57049000,Carpet and other textile floor covering of felt
3243,57050000,Carpets and other textile floor covering
3244,58011000,"Woven pile fabrics and chenille fabrics, of wool or fine animal hair"
3245,58012100,Uncut weft pile fabrics of cotton
3246,58012200,Cut corduroy of cotton
3247,58012300,"Cotton pile fabrics and chenille fabrics, weft pile fabrics"
3248,58012400,"Warp pile fabrics, epingle (uncut)"
3249,58012500,"Cotton pile fabrics and chenille fabrics,Warp pile fabrics, cut"
3250,58012600,Cut weft pile fabrics of cotton
3251,58012700,Warp pile fabrics of cotton
3252,58013100,"Uncut weft pile fabrics, of man-made fibres"
3253,58013200,Cut corduroy of manmade fibres
3254,58013300,Weft pile fabrics
3255,58013400,"Warp pile fabrics, epingle (uncut)"
3256,58013500,"Warp pile fabrics, cut"
3257,58013600,Chenille fabric
3258,58013700,Warp pile fabrics
3259,58019000,Woven pile fabrics and chenille fabrics
3260,58021100,"Terry towelling and similar woven terry fabrics, of cotton, unbleached"
3261,58021900,"Terry towelling and similar woven terry fabrics, of cotton"
3262,58022000,"Terry towelling and similar woven terry fabrics, of  other textile materials"
3263,58023000,Tufted textile fabric
3264,58030000,"Gauze, other than narrow fabrics"
3265,58039000,Gauze
3266,58041000,Tulles and other net fabrics
3267,58042100,Mechanically made lace of man made fibers
3268,58042900,Mechanically made lace of textile materials
3269,58043000,Handmade lace
3270,58050000,"Hand-woven tapestries of the type gobelins, flanders, aubusson, beauvais and the like, and needle-worked taesries"
3271,58061000,Woven pile fabrics (including terry towelling and similar terry fabrics) and chenille fabrics
3272,58062000,"Woven faric, containing by weight 5 % or more of elastomtric yarn or rubber therad"
3273,58062100,Woven farics of cotton
3274,58063100,Woven fabrics of cotton
3275,58063200,Narrow woven fabric of man-made fibre
3276,58063900,Narrow woven fabrics
3277,58064000,Woven farics consistings of wrap without weft assembled by means of an adhesive
3278,58071000,"Woven label, badge of textile materials"
3279,58079000,"Labels, badges and similar articles"
3280,58081000,Braids in the piece
3281,58089000,Ornamental trimming in the piece
3282,58090000,Woven fabric of metal thread and metalised yarn
3283,58101000,Embroidery without visible ground
3284,58109100,Embroidery of cotton
3285,58109200,Embroidery of man-made fibres
3286,58109900,"Embroidery in the piece, in strips, or in motifs"
3287,58110000,"Quilted textile products in the piece composed of one or more layers of textile materials assembled with padding by stitching or otherwise , other than embroidery"
3288,59011000,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like"
3289,59019000,"Tracing cloth, prepared painting canvas"
3290,59021000,Tyre cord fabric of high tenacity yarn of nylon or polyamides
3291,59022000,Tyre cord fabric of high tenacity yarn of polyester
3292,59029000,Tyre cord fabric of high tenacity yarn of viscose rayon
3293,59029099,Trye cord fabric of high tenacity yarn of viscose rayon
3294,59031000,"Polyvinyl chloride impregnated, coated textile fabric"
3295,59032000,"Polyurethane impregnated, coated textile fabric"
3296,59039000,"Plastic impregnated, coated textile fabric"
3297,59041000,Linoleum
3298,59049000,Floor coverings
3299,59050000,Textile Wall Coverings
3300,59061000,Adhesive tape of a width not exceeding 20cm
3301,59069100,"Rubberised textile fabric, knitted and crocheted"
3302,59069900,Rubberised textile fabric
3303,59070000,"Textile fabrics otherwise impregnated, coated or covered, painted canvas being theatrical scenery, studio blak-clothes or the like"
3304,59080000,"Textile wicks, woven plaited or knitted, for lamps, stoves"
3305,59090000,"Textile hosepiping and similar textile tubing,with or without lining"
3306,59100000,Transmission or conveyor belts or belting
3307,59111000,"Textile fabric, felt and felt line woven fabrics coated, covered or laminated with rubber, leather or other material, of a kind used for card clothing, and for technical purposes"
3308,59112000,Bolting cloth
3309,59113100,"Textile fabric and felts, endless or fitted with linking devices, of a kind used in paper-making or similar machines, weighing less than 650g/m2"
3310,59113200,"Textile fabrics and felt, endless or fitted with linking devices,of akind used in paper making or similar machine weighing/650m2 or more"
3311,59114000,"Straining cloth of a kind used in oil presses or the like, including that of human hair"
3312,59119000,Textile fabric and felts
3313,60011000,Long pile fabrics
3314,60012100,Loped pile fabrics of cotton
3315,60012200,"Looped pile fabrics, of man made fibres"
3316,60012900,Lopped file fabrics of other textile materials
3317,60019100,Terry fabrics of Cotton
3318,60019200,Terry fabrics of man made fibres
3319,60019900,Terry fabric of textile material
3320,60021000,"Knitted or crocheted fabrics of a width not exceeding 30cm, containing by weight 5% or more or elastomeric yarn or rubber thread"
3321,60022000,Knitted or crocheted fabric of a width not exceeding 30 c.m
3322,60023000,"Knitted and crocheted fabrics of a width exceeding 30 cm, by weight 5% or more or elastomeric yarn or rubber thread"
3323,60024000,"Knitted and crocheted fabrics of a width exceeding 30 cm, by weight 5% or more or elastomeric yarn but not containing rubber thread"
3324,60024100,Wrap knit of wool or fine animal hair
3325,60024200,"Cotton fabric, warp knit"
3326,60024300,Knitted or crocheted fabrics of man made fibers
3327,60024900,"Fabric, warp knit"
3328,60029000,Knitted or crocheted fabrics
3329,60029300,Fabric of manmade fibre
3330,60029900,Knitted or crocheted fabrics
3331,60031000,Knitted or crocheted fabrics of a width not excceding 30 cm of wool or fine animal hair
3332,60032000,Knitted or crocheted fabrics of a width not excceding 30 cm of cotton
3333,60033000,Knitted or crocheted fabrics of a width not exceeding 30 cm of synthetic fibres
3334,60034000,"Knitted or crocheted fabrics of a width not exceeding 30 cm, of artificial fibres"
3335,60039000,Knitted or crocheted fabrics of a width not excceding 30 cm
3336,60041000,Knitted or crocheted fabrics of a width exceeding 30 cm containing by weight 5% or more of elastomeric yarn but not containing rubber thread
3337,60049000,"Knitted or crocheted fabrics of a width exceeding 30 cm,"
3338,60052100,Warp knit fabric of cotton Unbleached or bleached
3339,60052200,"Warp knit fabric Of cotton, dyed"
3340,60052300,"Warp knit fabric (including those made on galloon knitting machines),,dyed, Of synthetic fibres:"
3341,60052400,Printed Warp knit fabric
3342,60053100,"Warp knit fabric of synthetic fibres, unbleached or bleached"
3343,60053200,"Warp knit fabric of synthetic fibres, dyed"
3344,60053300,"Warp knit fabric (including those made on galloon knitting machines), of synthetic fibres of different colours"
3345,60053400,"Warp knit fabric (including those made on galloon knitting machines), printed,"
3346,60053700,Warp knit fabric Of synthetic fibres  dyed
3347,60054100,"Warp knit fabric of artificial fibres, -Unbleached or bleached"
3348,60054200,"Warp knit fabric (including those made on galloon knitting machines), Dyed, of  artificial fibres"
3349,60054300,Warp knit fabric of yarns of different colours of artificial fibres
3350,60054400,"Warp knit fabric (including those made on galloon knitting machines), of printed artificial fibres"
3351,60059000,Warp knit fabric
3352,60061000,Knitted and crocheted fabric of wool or fine animal hair
3353,60062100,"Unbleached or bleached, cotton fabrics"
3354,60062200,"knitted or crocheted fabric,dyed"
3355,60062300,Knitted or crocheted fabrics of cotton of yarns of different colours
3356,60062400,"Cotton fabrics,printed"
3357,60063100,"Knitted or crocheted fabrics of synthetic fibres, unbleached or bleached"
3358,60063200,"Knitted or crocheted fabrics of synthetic fibres, dyed"
3359,60063300,Crocheted fabrics of  synthetic fibres of different colours
3360,60063400,"Knitted or crocheted fabrics of synthetic fibres, printed"
3361,60064100,"Knitted or crocheted fabrics of artificial fibres,  unbleached or bleached,"
3362,60064200,"Knitted or crocheted fabrics of artificial fibress, dyed"
3363,60064300,Crocheted and knitted fabric of yarn of different colours
3364,60064400,"Knitted or crocheted fabrics of artificial fibres,  printed"
3365,60069000,Knitted or crocheted fabrics of artificial fibres
3366,61011000,"M&B woolen overcoat, carcoat, capes, cloaks, anoraks, wind-cheaters, wind-jackets and similar articles knitted or crocheted"
3367,61012000,"M&B cotton overcoat, carcoat, capes, cloaks, anoraks, wind-cheaters, wind-jackets and similar articles knitted or crocheted"
3368,61013000,"M&B man-made fibres overcoat, carcoat, capes, cloaks, anoraks, wind-cheaters, wind-jackets and similar articles knitted or crocheted"
3369,61019000,"M&B overcoat, carcoat, capes, cloaks, anoraks, wind-cheaters, wind-jackets and similar articles of textile materials, knitted or crocheted"
3370,61021000,"W&G woolen overcoat, carcoat, capes, cloaks, anoraks, wind-cheaters, wind-jackets and similar articles, knitted or crocheted"
3371,61022000,"W&G cotton overcoat, carcoat, capes, cloaks, anoraks, wind-cheaters, wind-jackets and similar articles, knitted or crocheted"
3372,61023000,"W&G man-made fibres overcoat, carcoat, capes, cloaks, anoraks, wind-cheaters, wind-jackets and similar articles, knitted or crocheted"
3373,61029000,"W&G overcoat, carcoat, capes, cloaks, anoraks, wind-cheaters, wind-jackets and similar articles of textile materials knitted or crocheted"
3374,61031000,M&B Suits
3375,61031100,"M&B Woolen Suits,knitted"
3376,61031200,"M&B of synthetic fibres Suits,knitted"
3377,61031900,M & B suits of textile materials knitted or crocheted
3378,61032100,M&B woolen ensembles
3379,61032200,"M&B Cotton ensembles, knitted or crocheted"
3380,61032300,M&B ensembles of synthetic fibres
3381,61032900,"M&B Cotton ensembles, knitted or crocheted"
3382,61033100,"M & B woolen jackets and blazers, knitted or crocheted"
3383,61033200,"M&B cotton jackets and blazers, knitted or crocheted"
3384,61033300,M&B Jackets and Blazers of synthetic fibres
3385,61033900,"M&B jackets and blazers of textile materials, knitted or crocheted"
3386,61034100,"M&B of wool or fine animal hair, bib and brace overall, breeches and shorts, knitted and crocheted"
3387,61034200,"M&B cotton trousers, bib and brace overall, breeches and shorts, knitted and crocheted"
3388,61034300,"M&B of synthetic fibres, bib and brace overall, breeches and shorts, knitted and crocheted"
3389,61034900,"M&B trousers, bib and brace overalls, breeches and shorts, knitted and crocheted of textile material"
3390,61041100,W&G suits of wool or fine animal hair
3391,61041200,W&G suits of cotton fabrics
3392,61041300,W&G suits of synthetic fibers
3393,61041900,Knitted or crocheted garments of cotton
3394,61042100,W&G ensembles of wool or fine animal hair
3395,61042200,W&G ensembles of cotton
3396,61042300,W&G ensembles of synthetic fibres
3397,61042900,W&G ensembles
3398,61043100,"W&G woolen jacket, knitted"
3399,61043200,W&G cotton jacket knitted
3400,61043300,W&G  jacket of synthetic fibres knitted
3401,61043900,"W&G jacket, knitted of textile materials"
3402,61044100,"W&G dresses, wool or fine animal hair, knitted"
3403,61044200,W&G Cotton dresses knitted
3404,61044300,W&G dresses of synthetic fibres
3405,61044400,W&G dresses of artificial fibres
3406,61044900,W&G dresses
3407,61045100,W&G woolen skirts and divided skirts
3408,61045200,W&G cotton skirts knitted
3409,61045300,W&G skirts and divided skirts of synthetic fibres
3410,61045900,W&G skirts and divided
3411,61046100,"W&G trousers, bib and brace overalls, breeches and shorts of wool or fine animal hair"
3412,61046200,W&G cotton trousers
3413,61046300,"W&G trousers, bib and brace overalls, breeches and shorts of synthetic fibres"
3414,61046900,"W&G trousers, bib and brace overalls, breeches and shorts"
3415,61051000,M&B cotton shirts knitted
3416,61052000,"M&B shirts, knitted or crocheted of man made fibres"
3417,61059000,M&B shirts knitted or crocheted of textile materials
3418,61061000,"W&G cotton blouses, shirts, shirt-blouses knitted"
3419,61062000,"W&G blouses, shirts and shirt-blouses of man-made fibre"
3420,61069000,"W&G blouses, shirts and shirt-blouses of textile materials"
3421,61071100,M&B cotton underpants and briefs knitted
3422,61071200,M&B man-made fibres underpants and briefs knitted
3423,61071900,"M&B underpant and briefs of other textile materials,knitted"
3424,61072100,"M&B cotton nightshirt and pyjama, knitted"
3425,61072200,M&B nightshirts and pyjyama of man-made fibres
3426,61072900,M&B nightshirts and pyjyama
3427,61079100,"M&B cotton dressing gown and similar articles, knitted"
3428,61079900,"M&B bathrobes, dressing gowns and similar articles, knitted or  crocheted"
3429,61081100,W&G slips and petticoats of man-made fibres
3430,61081900,"W&G slips and petticoats of other textile materials,knitted"
3431,61082100,W&G cotton brief and panties
3432,61082200,W&G man-made fibres brief and panties
3433,61082900,W&G briefs or panties
3434,61083100,"W&G cotton nightdress and pyjama, knitted"
3435,61083200,"W&G man-made fibres nightdress and pyjama, knitted"
3436,61083900,W&G nightdresses and pyjamas of other textile materials
3437,61089100,"W&G negliges, bathrobes, dressing  gowns and similar articles, knitted or crocheted"
3438,61089200,"W&G negliges, bathrobes, dressing gowns and  similar articles, knitted or crocheted of man-made fibres"
3439,61089900,W&G nightdresses and pyjamas
3440,61091000,"Cotton t-shirts, singlets and vest knitted"
3441,61099000,"T-shirts, singlets and vest knitted"
3442,61101000,"Woollen jersey, pullover, cardigans, sweater, waistcoat"
3443,61101100,"Woollen jersey, pullover, cardigans, sweater, waistcoat, knitted"
3444,61101200,"Jerseys, pullovers, cardigans, waistcoats and similar articles of kashmir (Cashmere) goats"
3445,61101900,"Jersey, pullover, cardigans, sweater, waistcoat, knitted"
3446,61102000,"Cotton jersey, pullover, cardigans"
3447,61103000,"Jersey, pullover,cardigan, waistcoat of man made fibres"
3448,61109000,"Jersey, pullover, cardigans of textile materials"
3449,61111000,"Babies woolen garment, knitted"
3450,61112000,"Babies cotton garment, knitted"
3451,61113000,Babies garments and clothing acessories of synthetic fibers of knitted or crocheted
3452,61119000,Babies garment of textile material Knitted or crocheted
3453,61121100,Track suits of cotton
3454,61121200,Track suits of synthetic fibres
3455,61121900,Track suits
3456,61122000,Ski suits
3457,61123100,M&B swimwear of synthetic fibres
3458,61123900,M&B swimwear of textile materials
3459,61124100,W&G swimwear of synthetic fibres
3460,61124900,W&G swimwear
3461,61130000,"Garments, made up of knitted or crocheted fabrics of Heading 59.03, 59.06 or 59.0.7"
3462,61141000,"Woollen garments, knitted"
3463,61142000,Cotton garments knitted or crocheted
3464,61143000,"Garments, knitted and crocheted of man-made fibres"
3465,61149000,"Garments, knitted and crocheted of texile materials"
3466,61151000,"Graduated compression hosiery (for example, stockings for varicose veins)"
3467,61151100,Panty hose and tights of synthetic fibres
3468,61151900,Panty hose and tights of textile materials
3469,61152000,Womens full length or knee length hosiery measuring per single yarn less than 67 decitex
3470,61152100,"Panty hose and tights of synthetic fibres, measuring per single yarn less than 67 decitex"
3471,61152200,Socks
3472,61152900,"Panty hose, tights, stockings, socks and other hosiery"
3473,61153000,"W&G full-length or knee-length hosiery, measuring per single yarn less than 67 decitex"
3474,61159100,"Woolen socks, knitted"
3475,61159200,Cotton socks and hosiery
3476,61159300,Hosiery of synthetic fibers
3477,61159400,"Panty hose, tights, stockings, socks and other hosiery of wool or fine animal hair"
3478,61159500,Socks and other hosiery of cotton
3479,61159600,Socks and other hosiery of synthetic fibres
3480,61159900,"Stocking, socks and hosiery of textile materials"
3481,61161000,"Gloves, Impregnated, coated or covered with plastics or rubber"
3482,61169100,"Woolen gloves, knitted"
3483,61169200,Cotton gloves
3484,61169300,Gloves of synthetic fibres
3485,61169900,"Gloves, mittens and mitts, knitted or crocheted"
3486,61171000,"Shawls, scarves, mufflers, knitted"
3487,61172000,"Ties, bow ties and cravats"
3488,61178000,Clothing accessories
3489,61179000,"Parts of clothing accessories, knitted or crocheted"
3490,62011100,"M&B overcoat, raincoat, carcoat, capes, cloaks and similar articles of wool or fine animal hair"
3491,62011200,"M&B cotton overcoat, carcoat, capes, cloaks and similar articles, not knitted or crocheted"
3492,62011300,"M&B Overcoat, raincoat, carcoat, capes, cloaks and similar articles of man-made fibres"
3493,62011900,"M&B overcoat, raincoat, carcoats, capes, cloaks and similar articles of other textile materials"
3494,62019100,M&B woolen jacket
3495,62019200,Wind jacket
3496,62019300,"M&B wind cheaters, wind jacket and similar articles of man made fibres"
3497,62019900,"M&B wind cheaters, wind jackets and similar articles"
3498,62021100,"W&G woolen overcoats, raincoat, carcoat, capes, cloaks and similar articles"
3499,62021200,"W&G cotton overcoat, carcoat, raincoat, capes cloaks and similar articles, not knitted"
3500,62021300,"W&G overcoat, carcoat, raincoat, capes, cloaks and similar articles of man-made fibre"
3501,62021900,"W&G overcoat, carcoat, raincoat, capes, cloaks and similar articles of textile material"
3502,62029100,"W&G overcoat, carcoat, raincoat, capes, cloaks and similar articles of wool or fine animal hair"
3503,62029200,W&G cotton jacket
3504,62029300,W&G jackets of man-made fibres
3505,62029900,W&G wind-cheaters and wind-jackets of textile material not knitted
3506,62031100,M&B suit of wool or fine animal hair
3507,62031200,M&B suit of synthetic fibers
3508,62031900,M&B suits of textile materials
3509,62032100,M&B ensembles of fine wool or fine animal hair
3510,62032200,"M&B cotton ensembles, not knitted"
3511,62032300,M&B ensembles of synthetic fibres
3512,62032900,M&B ensembles of other textile materials
3513,62033100,M&B jacket and blazers of wool or fine animal hair
3514,62033200,"M&B cotton jacket, not knitted"
3515,62033300,M&B Jackets and blazer of synthetic fibres
3516,62033900,M&B jacket and blazers
3517,62034100,"M&B woolen trousers, not knitted"
3518,62034200,"M&B cotton trousers, not knitted"
3519,62034300,"M&B trousers, bib and brace overall, breeches and short of synthetic fibre, not knitted"
3520,62034900,"M&B trousers,bib and brace overalls,breeches and shorts of other textiles"
3521,62041100,W&G woolen suits
3522,62041200,W&G cotton suits
3523,62041300,W&G synthetic fibres suits
3524,62041900,W&G suit of other textiles
3525,62042100,W&G woolen ensembles
3526,62042200,"W&G cotton ensembles, not knitted"
3527,62042300,W&G ensembles of synthetic fibers
3528,62042900,"W&G ensembles of textile materials,not knitted"
3529,62043100,W&G woolen jackets
3530,62043200,"W&G cotton jacket, not knitted"
3531,62043300,W&G jacket of synthetic fibers
3532,62043900,"W&G jacket of textile materials, not knitted"
3533,62044100,W&G woolen dresses
3534,62044200,"W&G cotton dresses, not knitted"
3535,62044300,W&G dresses of synthetic fibers
3536,62044400,"W&G dresses of artificial fibres, not knitted"
3537,62044900,W&G dresses of textile materials not knitted
3538,62045100,"W&G Of woolen skirts, not knitted"
3539,62045200,"W&G cotton skirts, not knitted"
3540,62045300,W&G skirts of synthetic fibers
3541,62045900,"W&G skirt of textile material, not knitted"
3542,62046100,"W&G Woolen trousers bib and brace overalls, breeches and short"
3543,62046200,"W&G cotton trousers, bibs and brace overalls, breeches and short"
3544,62046300,"W&G Trousers,bib and brace overalls, breeches and shorts of synthetic fibres"
3545,62046900,W&G trousers of textile materials not knitted
3546,62049200,Floor covering of other textile materials
3547,62051000,"M&B woolen shirt, not knitted"
3548,62052000,"M&B cotton shirt, not knitted"
3549,62053000,"M&B shirt of manmade fibres, not knitted"
3550,62059000,"M&B shirt of textile material, not knitted"
3551,62061000,"W&G blouses, shirts and shirt-blouse of silk or silk waste"
3552,62062000,"W&G Woolen blouses, shirts, and shirt-blouses"
3553,62063000,"W&G cotton blouses, shirt, not knitted"
3554,62064000,"W&G blouses,shirt & shirt-blouses of manmade fibers"
3555,62069000,"W&G blouses, shirt of textile material, not knitted"
3556,62071100,"M&B cotton underpants and briefs, not knitted"
3557,62071900,M&B underpants and briefs of other textiles
3558,62072100,"M&B cotton nightshirt and pyjama, not knitted"
3559,62072200,"M&B man-made nightshirt and pyjama, not knitted"
3560,62072900,M&B nightshirts and pyjama of textile materials
3561,62079100,M&B cotton singlets and other vests
3562,62079200,M&B man-made fibres singlets and other vests
3563,62079900,"M&B bathrobes, dressing gown of other textiles materials"
3564,62081100,W&G Slips and petticoat of man made fibers
3565,62081900,W&G slip and petticoats of textile materials
3566,62082100,"W&G cotton nightshirt, pyjama not knitted"
3567,62082200,W&G nightshirt and pyjamas of man made fibre
3568,62082900,W&G nightshirt and pyjamas of other textile materials
3569,62089100,"W&G cotton vest, not knitted"
3570,62089200,Ladies panties
3571,62089900,"W&G Panties,briefs,dressing gowns of textile materials"
3572,62091000,Babies garments of wool or fine animal
3573,62092000,"Babies cotton garment, not knitted"
3574,62093000,Babies garment and clothing accessories of synthetic fibres
3575,62099000,"Babies garment of textile materials, not knitted"
3576,62101000,"Garments, made up of fabrics of Headings 56.02, 56.03"
3577,62102000,M&B Garments
3578,62103000,W&G Garments
3579,62104000,M&B garment of textile fabric and rubberised textile fabric
3580,62105000,W&G garment of textile fabric and rubberised textile fabric
3581,62111100,M&B swimwear
3582,62111200,W&G swimwear
3583,62112000,Ski suit
3584,62112100,Sherpa jacket
3585,62113100,M&B woolen garments
3586,62113200,M&B cotton garments
3587,62113210,"Gents cotton Dhoti, Lungi and Gamchha, not knitted"
3588,62113290,"Gents Dhoti, Lungi and Gamchha, not knitted"
3589,62113300,"Gents Dhoti, Lungi and Gamchha of manmade fibre, not knitted"
3590,62113900,"Gents Dhoti, Lungi and Gamchha, not knitted"
3591,62114100,W&G garments of wool or fine animal hair
3592,62114200,"W&G cotton Dhoti and Lungi, not knitted"
3593,62114210,"W&G cotton Dhoti and Lungi, not knitted"
3594,62114290,"W&G  Dhoti and Lungi, not knitted"
3595,62114300,Garments of  man-made fibres
3596,62114310,"W & G sari and lungi of manmade fibre, not knitted"
3597,62114390,"W & G garments of manmade fibre, not knitted"
3598,62114900,"W&G sari and lungi of textile materials,"
3599,62114910,"W&G sari and lungi of textile materials, not knitted"
3600,62114990,"W&G garments of textile materials, not knitted"
3601,62121000,Brassiers
3602,62122000,Girdles and panty-girdles
3603,62123000,Corselettes
3604,62129000,"Braces, suspenders, garters and similar articles and parts thereof"
3605,62131000,Handkerchiefs of silk or silk waste
3606,62132000,Cotton handkerchief
3607,62139000,Handkerchief of other textile materials
3608,62141000,"Shawls scarves, mufflers mantillas, veils and the like of silk or silk waste"
3609,62142000,"Woolen shawls, scarves, mufflers, mantillas, veils and the like"
3610,62143000,"Shawls, scarves, mufflers of synthetic fibres"
3611,62144000,"Shawl, scarves, mufflers, mantillas, veils and the like of artificial fibres"
3612,62149000,"Shawls, scarves, mufflers, mantillas, veils and the like of textile material"
3613,62151000,"Silk ties, bow-ties, not knitted"
3614,62152000,"Ties, bow ties and cravats of manmade fibers"
3615,62159000,"Ties, bow-ties of textile material not knitted"
3616,62160000,"Gloves, mittens and mitts"
3617,62171000,Clothing accessories
3618,62179000,"Parts of clothing accessories, not knitted or crocheted"
3619,63011000,Electric blankets
3620,63012000,Woolen blankets
3621,63013000,Cotton blankets
3622,63014000,Blankets of synthetic fibres
3623,63019000,Blankets and travelling rugs
3624,63021000,"Bed linen, knitted or crocheted"
3625,63022100,"Cotton bed linen, printed"
3626,63022200,"Bed linen,printed of man-made fibres"
3627,63022900,"Bed linen, printed, textile materials knitted or crocheted"
3628,63023100,Bed linen of cotton
3629,63023200,Bed linen of man made fiber
3630,63023900,Bed linen of man textile materials
3631,63024000,"Table linen, knitted or crocheted"
3632,63025100,Cotton table linen
3633,63025200,Table linen of flax
