S.N.,Product Code,Products
3634,63025300,Table linen of man-made fibres
3635,63025900,Table linen of textile material
3636,63026000,"Toilet linen and kitchen linen, of terry towelling or similar terry fabric of cotton"
3637,63029100,Cotton kitchen linen
3638,63029300,Kitchen linen of man-made fibres
3639,63029900,Kitchen linen of textile material
3640,63031100,"Cotton curtains, knitted or crocheted"
3641,63031200,Curtains and interor blinds of synthetic fibers
3642,63031900,"Curtains of textile materials, knitted"
3643,63039100,Curtains (including drapes) and interior  blinds: curtain or bed valances of cotton
3644,63039200,Curtains (including drapes) and interior  blinds: curtain or bed valances of synthetic fibres
3645,63039900,Curtains (including drapes) and interior  blinds: curtain or bed valances
3646,63041100,"Bedspreads, knitted or crocheted"
3647,63041900,"Bedspreads, not knitted or crocheted"
3648,63042000,"Bed nets, of warp knit fabrics"
3649,63049100,"Furnishing articles, knitted or crocheted"
3650,63049200,"Furnishing articles not knitted or crocheted, of cotton"
3651,63049300,"Furnishing articles, not knitted or crocheted of synthetic fibres"
3652,63049900,"Furnishing articles, not knitted or crocheted"
3653,63051000,Jute bags and sacks
3654,63052000,Cotton sacks and bags
3655,63053200,"Sacks and bags, flexible intermediate bulk container 20%"
3656,63053300,"Polyethylene, polypropyline bags and sacks"
3657,63053900,Sacks and bags of man-made textile materials
3658,63059000,Sacks and bags
3659,63061100,Tarpaulins of cotton
3660,63061200,Tarpoline of synthetic fibers
3661,63061900,"Tarpaulins, of textile materials"
3662,63062100,Cotton tent
3663,63062200,Tent of synthetic fibres
3664,63062900,Tent
3665,63063000,Sails
3666,63063100,Sails of synthetic fibres
3667,63063900,Sails for boats
3668,63064000,Pneumitic mattresses
3669,63064100,Cotton pneumatic mattresses
3670,63064900,Pneumatic matress of tetile materials
3671,63069000,Camping goods
3672,63069100,Cotton camping goods
3673,63069900,Camping goods of textile materials
3674,63071000,"Floor cloths, dish-cloths"
3675,63072000,Life jacket and life belt
3676,63079000,Musks
3677,63079010,"Cloth, cut in triangular shape, in the form to cover umbrella ribs"
3678,63079090,Made up articles
3679,63080000,Sets consisting of woven fabric and yarn
3680,63089900,Set consisting of woven farics
3681,63090000,Worn clothing and worn articles
3682,63101000,"Used or new rags, scrap twine, cordage, sorted"
3683,63109000,"Used or new rags, scrap twine, cordage"
3684,64011000,Footwear incorporating a protective metal toe-cap
3685,64019100,Footwear covering the knee
3686,64019200,Footwear covering theankle but not coveringthe knee
3687,64019900,Waterproof footwear with outer soles and upper of rubbers and of plastics
3688,64021200,"Ski-boots, cross country ski footwear and snowboard boots with outer soles of and  uppers of rubber or  plastics"
3689,64021900,Sports footwear
3690,64022000,Footwear with upper straps or thongs assembled to the sole by means of plugs
3691,64023000,"Footwear, incorporating a protctive metal toe-cap"
3692,64029100,"Footwear with outer soles and uppers of rubber or plastic, covering the ankle"
3693,64029900,Footwear with outer soles and uppers of rubber or plastics
3694,64031200,"Ski-boots, cross country ski footwear and snowboard boots with outer soles of rubber, plastics leather or composition of leather and uppers of leather"
3695,64031900,Sports footwear with outer sole of rubber
3696,64032000,"Footwear with outer sole leather, and uppers which consist of leather strap across the instep and around the big toe"
3697,64033000,"Sports footwear made on a base or platform of wood, not having an inner sole or a protective metal toe-cap"
3698,64034000,"Sports footwear, incorporating a protctive metal toe-cap"
3699,64035100,Footwear covering the ankle with outer sole of leather
3700,64035900,Footwear with outer sole leather
3701,64039100,Footwear covering the ankle
3702,64039900,Sandal
3703,64041110,Canvas shoes having upper parts of cotton
3704,64041190,Sports footwear having upper parts of fabrics
3705,64041900,Footwear with outer sole of rubber or plastics
3706,64042000,Footwear with outer soles of leather or composition leather and uppers of textile material
3707,64049000,Parts of footwear
3708,64051000,Footwear with uppers of leather or composition leather
3709,64052010,Footwear with uppers of cotton textile materials
3710,64052090,Footwear with uppers of  textile materials
3711,64059000,Footwears
3712,64061000,"Footwears Uppers and parts thereof, other than stiffeners"
3713,64061010,Completely ready uppers and parts thereof
3714,64061090,Uppers and parts thereof
3715,64062000,Outer soles and heels of rubberor plates
3716,64062010,Footwear soles
3717,64062090,"Outer sole and heels, of rubber of plastics"
3718,64069000,Parts of footwear
3719,64069100,Woodwn parts of footwear
3720,64069900,Parts of footwear
3721,65010000,"Hat-forms, hat bodies and hoods of felt"
3722,65020000,"Hat shapes, plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, not lined, nor trimmed"
3723,65030000,Felt hats
3724,65040000,"Hats and headgear, plaited or made by assembling strips any material whether or not lined or trimmed"
3725,65050000,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed."
3726,65051000,Hair-nets
3727,65059000,"Hats and headgears, knitted or crocheted"
3728,65061000,Safety headgear
3729,65069100,Headgear of rubber or of plastics
3730,65069200,Headgear of furskins
3731,65069900,"Headgear, whether or not lined or trimmed"
3732,65070000,"Head-bands, linings covers, hat foundations, hat framrs, peakes and chinstraps, for headgear"
3733,66011000,Garden umbrellas
3734,66019100,Umbrella having a telescope shaft
3735,66019900,Umbrellas
3736,66020000,"Walking sticks, seat sticks, whips, riding crops and the like"
3737,66020010,White cane to be used by blind
3738,66020090,"Walking-sticks, seat-sticks, whips, riding crops and the like"
3739,66031000,Handles and knobs of umbrella
3740,66032000,Umbrella frames
3741,66039000,Umbrella parts
3742,66051000,Wrap knit fabrics of wool or fine animal hair
3743,67010000,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers"
3744,67021000,Artificial flowers of plastics
3745,67029000,"Artificial flower, foliage and fruits"
3746,67030000,"Human hair, dressed, thined, bleached or otherwise worked: wool or other animal hair or other textile materials, prepared for use in making wigs or like"
3747,67041100,Complete wigs
3748,67041900,Wigs of syntetic textile materials
3749,67042000,Wigs of human hair
3750,67049000,"Wigs, false beards, eyebrows, and eyelashes, switches and the like"
3751,68010000,"Setts, curbstones and flagstones, of natural stone"
3752,68021000,"Tiles, cubes and similar articles, whether or not rectangular"
3753,68022100,"Marble, travertine and alabaster"
3754,68022300,"Granite, simply cut or sawn, with a flat or even surface"
3755,68022900,"Building stone and articles thereof, simply cut or sawn, with a flat or even surface"
3756,68029100,"Other Marble, travertine and alabaster"
3757,68029200,Calcareous stone
3758,68029300,Granite
3759,68029900,Stones
3760,68030000,Worked slate and articles of slate or of agglomerated slate
3761,68041000,Milestone and grindstones for milling grinding or pulping
3762,68042100,"Millstones and grindstones for milling, grinding of agglomerated synthetic or natural diamond"
3763,68042200,"Millstones, grindstones, grinding wheels of agglomerated abrasives or of ceramics"
3764,68042300,Natural stone
3765,68043000,Hand sharpenig and polishing stone
3766,68051000,"Natural or artificial abrasive powder or grain, on a base of woven textile fabric only"
3767,68052000,Natural or artificial abrasive powder or grain of paper or paperboard only
3768,68053000,Natural or artificial abrasive powder
3769,68061000,Slag wool
3770,68062000,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including inter-mixtures  thereof)"
3771,68069000,"Mixtures and articles of heat-insulating, sound-insulating or sound-absorbing mineral materials"
3772,68071000,Asphalat or of similar materials In-rools
3773,68079000,"Articles of asphalt or of similar materials (for example, petroleum bitumen or coal tar pitch)"
3774,68080000,"Board or panels of various thickness made of mixture of sawdust, cement and different chemical binders"
3775,68080010,"Boards or panel of various thickness made of mixtures of saw dust, cement and different chemical binders"
3776,68080090,Boards or panel of various thickness
3777,68091100,"Boards,sheets,panels faced or reinforced with paperboard only"
3778,68091190,Boards sheets and panel
3779,68091900,"Board, sheets, panels, tiles and similar articles, not ornamented"
3780,68099000,Articles of plaster or of composition based on plaster
3781,68101100,Building blocks and bricks
3782,68101900,Tiles
3783,68109100,Prefabricated structural components for building or civil engineering
3784,68109900,"Articles of cement, of concrete or of artificial stone"
3785,68111000,Corrugated sheets
3786,68112000,"Sheets, panels, tiles and similar articles of asbestos cement"
3787,68114000,Articles of asbestos-cement containing asbestos
3788,68118100,"Articles of asbestos-cement, of cellulose fibre-cement or the like"
3789,68118200,"Sheets, panels, tiles and similar articles, not containing asbestos"
3790,68118300,"Tubes, pipes and tube or pipe fittings, not containing asbestos"
3791,68118900,"Articles of asbestos-cement, of cellulose fibre-cement"
3792,68119000,Articles of asbestos-cement
3793,68121000,Fabricated asbestos fibers
3794,68125000,"Clothing, clothing accessories , footwear and headgear of fabricated asbestos fibres"
3795,68128000,Fabricated asbestos fibres of crocidolite
3796,68129100,Fabricated asbestos fibres
3797,68129200,"Paper, millboard and felt"
3798,68129300,"Compressed asbestos fibre jointing, in sheets or rolls"
3799,68129900,Fabricated asbestos fibres
3800,68131000,Brake lining and pads
3801,68132000,Brake linings and pad
3802,68138100,Brake linings
3803,68138900,"Friction material and articles thereof (for example, sheets, rolls, strips, segments, discs, washers, pads), not mounted, for brakes, for clutches or the like, with a basis of asbestos, of other mineral substances or of cellulose, whether or not combined"
3804,68139000,Friction materials and articles thereof
3805,68141000,"Plates, sheets and strips of agglomerated or  reconstituted mica, whether or not on a support"
3806,68149000,Worked mica and articles of mica
3807,68151000,Non lectrical articles of graphite or other carbon
3808,68152000,Articles of peat
3809,68159100,"Articles of stone or of other mineral substances Containing magnesite, dolomite or chromite"
3810,68159900,Articles of stone or mineral substances
3811,69010000,"Bricks, blocks tiles and ceramic goods of siliceous fossil meals or of similar siliceous earths"
3812,69021000,"Refractory bricks, blocks tiles and similar refractory ceramic contianing by weight singly or together, more than 50% of the elements Mg, Ca or Cr, expressed as MgO, CaO or Cr2O3"
3813,69022000,"Refractory bricks, blocks, tiles and similar  refractory ceramic constructional goods Containing by weight more than 50% of alumina  (Al2O3), of silica (SiO2) or of a mixture or compound of these products"
3814,69029000,Refracktory bricks
3815,69031000,Ceramic goods Containing by weight more than 50% of graphite or other carbon of amixture of these products
3816,69032000,Refractory ceramic goods contianing by weight  more than 50% of alumina
3817,69039000,Refactory ceramic goods
3818,69041000,Building bricks
3819,69049000,Ceramic flooring blocks
3820,69051000,Roofing tiles
3821,69059000,Refactory ceramic goods Containig by weight more tan 50% of graphite or oter
3822,69060000,"Ceramic pipes, conduits, guttering and pipe fittings"
3823,69071000,"Unglazed tiles, cubes and similar articles, whether or not rectangular"
3824,69072100,Ceramics of Water absorption coefficient by weight not exceeding 0
3825,69072200,Ceramics of a water absorption coefficient by weight exceeding 0.5 % but not exceeding 10 %
3826,69072300,Ceramics of a water absorption coefficient by weight exceeding 10 %
3827,69073000,Mosaic cubes and the like
3828,69074000,Finishing Ceramics
3829,69079000,Unglazed ceramic flags and pavings
3830,69081000,Tiles cubes and similar articles
3831,69089000,Ceramic tiles and cubes
3832,69091100,"Ceramic wares for laboratory, porcelain or china, chemical or other technical uses"
3833,69091200,Ceramic aticles having a hardness equivalent to a 9 or more on the Mohs scale
3834,69091900,"Ceramic wares for laboratory, chemical or other technical uses"
3835,69099000,"Ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of a kind used for the conveyance or packing of goods"
