Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F
149,Nepal,403,"Onions, dry",5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,14865,,13670,,18290,,32064,,22539,,20029,,20308,,18377,,16265,,23133,,28265,,30956,,19823.3,,34001.3,,46241.8,,33300,,33000,,33000,,33396,,33796.8,,32905.4,,32247.3,
149,Nepal,403,"Onions, dry",5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,14865,,13670,,18290,,32064,,22539,,20029,,20308,,18377,,16265,,23133,,28265,,30956,,19823.3,,34001.3,,46241.8,,33300,,33000,,33000,,33396,,33796.8,,32905.4,,32247.3,
149,Nepal,403,"Onions, dry",5532,Producer Price (USD/tonne),USD,,,,,,,,,,,262.2,,235.7,,277.2,,469.9,,317,,267.2,,260.8,,241.4,,220.8,,324.1,,388.5,,466.1,,284.2,,438.3,,631.2,,449.9,,387.3,,354.9,,335.2,,329.3,,306.2,,308.7,
149,Nepal,490,Oranges,5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,12000,,26971,,29921,,27692,,28435,,31380,,28387,,30374,,33833.5,,50364.4,,42364.4,,41000,,43300,,45420,,45965,,46516.6,,56622.4,,61718.4,
149,Nepal,490,Oranges,5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,12000,,26971,,29921,,27692,,28435,,31380,,28387,,30374,,33833.5,,50364.4,,42364.4,,41000,,43300,,45420,,45965,,46516.6,,56622.4,,61718.4,
149,Nepal,490,Oranges,5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,168.8,,359.9,,384.2,,363.7,,386,,439.7,,390.2,,457.3,,485,,649.2,,578.3,,553.9,,508.2,,488.4,,461.4,,453.2,,526.9,,590.8,
149,Nepal,600,Papayas,5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,,,20622,,22855,,19949,,21775,,25119,,22936,,24541,,27336.4,,40692.8,,53714.5,,30600,,31100,,31100,,31473.2,,31850.9,,32146.6,,35039.8,
149,Nepal,600,Papayas,5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,,,20622,,22855,,19949,,21775,,25119,,22936,,24541,,27336.4,,40692.8,,53714.5,,30600,,31100,,31100,,31473.2,,31850.9,,32146.6,,35039.8,
149,Nepal,600,Papayas,5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,,,275.1,,293.5,,262,,295.6,,352,,315.2,,369.5,,391.9,,524.6,,733.2,,413.4,,365,,334.4,,315.9,,310.3,,299.1,,335.4,
149,Nepal,534,Peaches and nectarines,5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,,25600,,25600,,25907.2,,26218.1,,26461.5,,28843,
149,Nepal,534,Peaches and nectarines,5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,,25600,,25600,,25907.2,,26218.1,,26461.5,,28843,
149,Nepal,534,Peaches and nectarines,5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.7,,300.5,,275.3,,260,,255.4,,246.2,,276.1,
149,Nepal,521,Pears,5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,,,10826,,10990,,11535,,12106,,11447,,12046,,12889,,14357.4,,21372.4,,28211.5,,25000,,28100,,23770,,24055.2,,24343.9,,24569.9,,26781.2,
149,Nepal,521,Pears,5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,,,10826,,10990,,11535,,12106,,11447,,12046,,12889,,14357.4,,21372.4,,28211.5,,25000,,28100,,23770,,24055.2,,24343.9,,24569.9,,26781.2,
149,Nepal,521,Pears,5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,,,144.4,,141.1,,151.5,,164.3,,160.4,,165.6,,194.1,,205.8,,275.5,,385.1,,337.7,,329.8,,255.6,,241.5,,237.2,,228.6,,256.4,
149,Nepal,587,Persimmons,5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24200,,24700,,25880,,26190.6,,26504.8,,26750.9,,29158.5,
149,Nepal,587,Persimmons,5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24200,,24700,,25880,,26190.6,,26504.8,,26750.9,,29158.5,
149,Nepal,587,Persimmons,5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.9,,289.9,,278.3,,262.9,,258.2,,248.9,,279.1,
149,Nepal,197,Pigeon peas,5530,Producer Price (LCU/tonne),LCU,,,10160,,17777.5,F,25395,F,33012.5,F,40630,,15000,,20000,,20000,,21000,,22000,,37000,,30300,,52462,,55178,,56864,,63206,,81602.9,,122215,,122210,,80000,,88000.5,,76000,,76912,,77835,,91945.1,,95094.2,
149,Nepal,197,Pigeon peas,5531,Producer Price (SLC/tonne),SLC,,,10160,,17777.5,F,25395,F,33012.5,F,40630,,15000,,20000,,20000,,21000,,22000,,37000,,30300,,52462,,55178,,56864,,63206,,81602.9,,122215,,122210,,80000,,88000.5,,76000,,76912,,77835,,91945.1,,95094.2,
149,Nepal,197,Pigeon peas,5532,Producer Price (USD/tonne),USD,,,237.8,,365.7,F,514.1,F,636.2,F,716.7,,258.6,,303.1,,293.1,,295.4,,293.5,,475.1,,397.9,,712.1,,773.2,,781.6,,951.7,,1169.7,,1575.5,,1668.1,,1080.8,,1032.9,,817.3,,772,,758.3,,855.6,,910.3,
149,Nepal,574,Pineapples,5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,,,25737,,26429,,29729,,29996,,34073,,33219,,35544,,39592.3,,58937,,62796.8,,41200,,42800,,45250,,45793,,46342.5,,46772.8,,50982.3,
149,Nepal,574,Pineapples,5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,,,25737,,26429,,29729,,29996,,34073,,33219,,35544,,39592.3,,58937,,62796.8,,41200,,42800,,45250,,45793,,46342.5,,46772.8,,50982.3,
149,Nepal,574,Pineapples,5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,,,343.4,,339.4,,390.4,,407.1,,477.4,,456.6,,535.2,,567.5,,759.8,,857.1,,556.6,,502.4,,486.6,,459.7,,451.5,,435.3,,488,
149,Nepal,536,Plums and sloes,5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,,,10826,,10990,,11535,,12106,,11447,,12046,,12889,,14357.4,,21372.4,,28211.5,,21200,,24700,,24700,,24996.4,,25296.4,,25531.2,,27829,
149,Nepal,536,Plums and sloes,5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,,,10826,,10990,,11535,,12106,,11447,,12046,,12889,,14357.4,,21372.4,,28211.5,,21200,,24700,,24700,,24996.4,,25296.4,,25531.2,,27829,
149,Nepal,536,Plums and sloes,5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,,,144.4,,141.1,,151.5,,164.3,,160.4,,165.6,,194.1,,205.8,,275.5,,385.1,,286.4,,289.9,,265.6,,250.9,,246.4,,237.6,,266.4,
149,Nepal,116,Potatoes,5530,Producer Price (LCU/tonne),LCU,,,2210,,3700,,5806.3,F,7912.7,F,10019,,6833,,8875,,9750,,9832.5,F,9915,,10000,,7618,,8765,,11646,,15219,,17559,,11370.5,,17557.4,,22824.6,,23854.7,,24254.7,,25200,,27216,,29393,,30286.8,,30644.2,
149,Nepal,116,Potatoes,5531,Producer Price (SLC/tonne),SLC,,,2210,,3700,,5806.3,F,7912.7,F,10019,,6833,,8875,,9750,,9832.5,F,9915,,10000,,7618,,8765,,11646,,15219,,17559,,11370.5,,17557.4,,22824.6,,23854.7,,24254.7,,25200,,27216,,29393,,30286.8,,30644.2,
149,Nepal,116,Potatoes,5532,Producer Price (USD/tonne),USD,,,51.7,,76.1,,117.5,F,152.5,F,176.7,,117.8,,134.5,,142.9,,138.3,F,132.3,,128.4,,100.1,,119,,163.2,,209.2,,264.4,,163,,226.3,,311.5,,322.3,,284.7,,271,,273.2,,286.4,,281.8,,293.3,
149,Nepal,211,"Pulses, nes",5530,Producer Price (LCU/tonne),LCU,,,10160,,17777.5,F,25395,F,33012.5,F,40630,F,15000,F,20000,F,20000,F,21000,F,25152,,28883,,33762,,33303,,33983,,33745,,40494,,45520.2,F,46858,F,60356.1,F,73250,,77000.4,,79000,,79948,,80907.4,,95574.5,,98848,
149,Nepal,211,"Pulses, nes",5531,Producer Price (SLC/tonne),SLC,,,10160,,17777.5,F,25395,F,33012.5,F,40630,F,15000,F,20000,F,20000,F,21000,F,25152,,28883,,33762,,33303,,33983,,33745,,40494,,45520.2,F,46858,F,60356.1,F,73250,,77000.4,,79000,,79948,,80907.4,,95574.5,,98848,
149,Nepal,211,"Pulses, nes",5532,Producer Price (USD/tonne),USD,,,237.8,,365.7,F,514.1,F,636.2,F,716.7,F,258.6,F,303.1,F,293.1,F,295.4,F,335.6,,370.9,,443.4,,452,,476.2,,463.8,,609.7,,652.5,F,604,F,823.8,F,989.6,,903.8,,849.5,,802.5,,788.2,,889.4,,946.2,
149,Nepal,27,"Rice, paddy",5530,Producer Price (LCU/tonne),LCU,,,5440,,6132,,6208,,5540,,6870,,7520,,8311,,7386,,9140,,7946,,9322,,9425,,10351,,10769,,10921,,11139,,12540,,18330,,21430,,20680,,21290,,23500,,25263,,27157,,27982.8,,27000.6,
149,Nepal,27,"Rice, paddy",5531,Producer Price (SLC/tonne),SLC,,,5440,,6132,,6208,,5540,,6870,,7520,,8311,,7386,,9140,,7946,,9322,,9425,,10351,,10769,,10921,,11139,,12540,,18330,,21430,,20680,,21290,,23500,,25263,,27157,,27982.8,,27000.6,
149,Nepal,27,"Rice, paddy",5532,Producer Price (USD/tonne),USD,,,127.3,,126.2,,125.7,,106.8,,121.2,,129.6,,126,,108.2,,128.6,,106,,119.7,,123.8,,140.5,,150.9,,150.1,,167.7,,179.8,,236.3,,292.5,,279.4,,249.9,,252.7,,253.6,,264.6,,260.4,,258.5,
149,Nepal,149,"Roots and tubers, nes",5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,,,,,13000,,9903,F,11394,F,15139.2,F,19783.9,F,22825.8,F,14781,F,22823.7,F,29670.8,F,25400,,31220,,32360,,34948.8,,37744.7,,35767.3,,36189.3,
149,Nepal,149,"Roots and tubers, nes",5531,Producer Price (SLC/tonne),SLC,,,,,,,,,,,,,,,,,,,,,,,13000,,9903,F,11394,F,15139.2,F,19783.9,F,22825.8,F,14781,F,22823.7,F,29670.8,F,25400,,31220,,32360,,34948.8,,37744.7,,35767.3,,36189.3,
149,Nepal,149,"Roots and tubers, nes",5532,Producer Price (USD/tonne),USD,,,,,,,,,,,,,,,,,,,,,,,166.9,,130.1,F,154.7,F,212.1,F,271.9,F,343.7,F,211.9,F,294.2,F,405,F,343.2,,366.4,,348,,350.8,,367.7,,332.8,,346.4,
149,Nepal,328,Seed cotton,5530,Producer Price (LCU/tonne),LCU,,,,,,,,,,,,,,,,,,,,,13590.4,Fc,17342.2,Fc,16360.7,Fc,14969.6,Fc,18298.7,Fc,19802,Fc,22574.3,Fc,23407.4,Fc,27526.1,Fc,15949.6,Fc,16825,Fc,20462,Fc,20462.1,Fc,23531.3,Fc,27061.1,Fc,28112.7,Fc,,
